Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
J. Quintero,Deportivo Pereira,José Quintero,LDU,https://api.sofascore.com/api/v1/player/805485/image,https://api.sofascore.com/api/v1/team/5257/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.34,BAIXA_REVISAR
J. Ramírez,Llaneros,Juan Ramirez,Llaneros FC,https://api.sofascore.com/api/v1/player/1562681/image,https://api.sofascore.com/api/v1/team/89374/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Ramírez,Boca Juniors,Juan Ramírez,Boca Juniors,https://api.sofascore.com/api/v1/player/174961/image,https://api.sofascore.com/api/v1/team/3202/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Ramos,Plaza Colonia,Raí Ramos,Juventude,https://api.sofascore.com/api/v1/player/879591/image,https://api.sofascore.com/api/v1/team/1980/image,Brasileirão Série B,Brazil,https://api.sofascore.com/api/v1/unique-tournament/390/image,0.34,BAIXA_REVISAR
J. Randazzo,Deportivo Riestra,Juan Cruz Randazzo,Deportivo Riestra,https://api.sofascore.com/api/v1/player/340445/image,https://api.sofascore.com/api/v1/team/189723/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
J. Recoba,Las Palmas,Jeremía Recoba,Las Palmas,https://api.sofascore.com/api/v1/player/1640614/image,https://api.sofascore.com/api/v1/team/6577/image,LaLiga 2,Spain,https://api.sofascore.com/api/v1/unique-tournament/54/image,0.94,ALTA
J. Reina,Deportivo Cali,Javier Reina,Deportes Quindío,https://api.sofascore.com/api/v1/player/590378/image,https://api.sofascore.com/api/v1/team/6110/image,Categoría Primera B,Colombia,https://api.sofascore.com/api/v1/unique-tournament/1238/image,0.34,BAIXA_REVISAR
J. Rengifo,Atlético Nacional,Juan Manuel Rengifo,Atlético Nacional,https://api.sofascore.com/api/v1/player/1388937/image,https://api.sofascore.com/api/v1/team/6106/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.92,ALTA
J. Riascos,Manta,Jhojan Riascos,9 de Octubre,https://api.sofascore.com/api/v1/player/2035717/image,https://api.sofascore.com/api/v1/team/339975/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.34,BAIXA_REVISAR
J. Rios,Deportivo Pasto,Jorge Rios,Carlos A. Mannucci,https://api.sofascore.com/api/v1/player/932927/image,https://api.sofascore.com/api/v1/team/252245/image,Liga 2,Peru,https://api.sofascore.com/api/v1/unique-tournament/10297/image,0.34,BAIXA_REVISAR
J. Ríos,Junior,Atai Rios,C Atlántida Juniors,https://api.sofascore.com/api/v1/player/2373874/image,https://api.sofascore.com/api/v1/team/1110894/image,Copa Nacional De Clubes Divisional B,Uruguay Amateur,https://api.sofascore.com/api/v1/unique-tournament/28267/image,0.85,ALTA
J. Riquett,Once Caldas,Jaider Riquett,Once Caldas,https://api.sofascore.com/api/v1/player/924615/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Rivaldo,Águilas Doradas,Jorge Rivaldo,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/1628441/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Rivero,Progreso,Juan Rivero,Progreso,https://api.sofascore.com/api/v1/player/1468051/image,https://api.sofascore.com/api/v1/team/3238/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
J. Rodríguez,Tondela,Juan Rodríguez,Tondela,https://api.sofascore.com/api/v1/player/1482435/image,https://api.sofascore.com/api/v1/team/38396/image,Liga Portugal Betclic,Portugal,https://api.sofascore.com/api/v1/unique-tournament/238/image,0.94,ALTA
J. Rodríguez,Wanderers U20,James Rodríguez,Minnesota United,https://api.sofascore.com/api/v1/player/107414/image,https://api.sofascore.com/api/v1/team/41618/image,MLS,USA,https://api.sofascore.com/api/v1/unique-tournament/242/image,0.34,BAIXA_REVISAR
J. Rodríguez,Vasco da Gama,Puma Rodríguez,Vasco da Gama,https://api.sofascore.com/api/v1/player/877591/image,https://api.sofascore.com/api/v1/team/1974/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
J. Rodríguez,Libertad,Jackson Rodríguez,Libertad,https://api.sofascore.com/api/v1/player/1018168/image,https://api.sofascore.com/api/v1/team/394127/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Rodríguez,Cúcuta Deportivo,Sebastián Rodríguez,Cúcuta Deportivo,https://api.sofascore.com/api/v1/player/931697/image,https://api.sofascore.com/api/v1/team/6108/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Rodríguez,Cagliari,Juan Rodríguez,Cagliari,https://api.sofascore.com/api/v1/player/1485391/image,https://api.sofascore.com/api/v1/team/2719/image,Serie A,Italy,https://api.sofascore.com/api/v1/unique-tournament/23/image,0.94,ALTA
J. Rodríguez,Talleres Córdoba,James Rodríguez,Minnesota United,https://api.sofascore.com/api/v1/player/107414/image,https://api.sofascore.com/api/v1/team/41618/image,MLS,USA,https://api.sofascore.com/api/v1/unique-tournament/242/image,0.34,BAIXA_REVISAR
J. Rodríguez Almeida,Vinotinto de Ecuador,José Mateo Rodríguez Almeida,CA Vinotinto,https://api.sofascore.com/api/v1/player/2175128/image,https://api.sofascore.com/api/v1/team/1078581/image,LigaPro Serie B,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/10240/image,0.64,MEDIA
J. Rojas,Barcelona SC,Joao Rojas,Barcelona SC Guayaquil,https://api.sofascore.com/api/v1/player/846823/image,https://api.sofascore.com/api/v1/team/5250/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Rojas,La Serena,Rojas,Deportes La Serena,https://api.sofascore.com/api/v1/player/2171168/image,https://api.sofascore.com/api/v1/team/5031/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.91,ALTA
J. Romaña,San Lorenzo,Jhohan Romaña,San Lorenzo,https://api.sofascore.com/api/v1/player/839734/image,https://api.sofascore.com/api/v1/team/3201/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Romero,América de Cali U20,Joel Romero,América de Cali,https://api.sofascore.com/api/v1/player/2037820/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Romero,Instituto,Manuel Romero,Instituto De Córdoba,https://api.sofascore.com/api/v1/player/1067467/image,https://api.sofascore.com/api/v1/team/4937/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
J. Rossel,Universidad Católica U20,Juan Francisco Rossel,Universidad Católica U20,https://api.sofascore.com/api/v1/player/1409361/image,https://api.sofascore.com/api/v1/team/518170/image,Campeonato Nacional Formativo - Proyección,Chile,https://api.sofascore.com/api/v1/unique-tournament/22430/image,0.92,ALTA
J. Rosso,Liverpool,Jean Rosso,Liverpool UY,https://api.sofascore.com/api/v1/player/924891/image,https://api.sofascore.com/api/v1/team/6879/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.85,ALTA
J. Ruiz,Independiente,Elkin Ruiz,Independiente del Valle,https://api.sofascore.com/api/v1/player/1482446/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
J. Ruiz,Estudiantes Caseros,Juan Ruiz Gómez,Estudiantes de Buenos Aires,https://api.sofascore.com/api/v1/player/896857/image,https://api.sofascore.com/api/v1/team/93107/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.47,BAIXA_REVISAR
J. Saborido,Platense,Juan Ignacio Saborido,Platense,https://api.sofascore.com/api/v1/player/1104325/image,https://api.sofascore.com/api/v1/team/36837/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
J. Salas,Fortaleza,Jhoiner Salas,Fortaleza FC,https://api.sofascore.com/api/v1/player/1612110/image,https://api.sofascore.com/api/v1/team/89368/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Saldías,Unión La Calera,Javier Saldías,Unión La Calera,https://api.sofascore.com/api/v1/player/1017169/image,https://api.sofascore.com/api/v1/team/48242/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
J. Sánchez,Guaraní,Jhon Sánchez,Guaraní,https://api.sofascore.com/api/v1/player/975544/image,https://api.sofascore.com/api/v1/team/5994/image,"Primera División, Apertura",Paraguay,https://api.sofascore.com/api/v1/unique-tournament/11540/image,0.94,ALTA
J. Saralegui,Boca Juniors,Juan Adrián Zacarías Saralegui,Montevideo Boca Juniors,https://api.sofascore.com/api/v1/player/2264886/image,https://api.sofascore.com/api/v1/team/487869/image,Divisional D AUF,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/20938/image,0.82,ALTA
J. Sforza,Talleres Córdoba,Juan Sforza,CA Talleres,https://api.sofascore.com/api/v1/player/1003013/image,https://api.sofascore.com/api/v1/team/3210/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.64,MEDIA
J. Sornoza,Independiente del Valle,Junior Sornoza,Independiente del Valle,https://api.sofascore.com/api/v1/player/155786/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Sosa,Estudiantes,José Sosa,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/22981/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
J. Sosa,Colo Colo,J Sosa,Guaraní,https://api.sofascore.com/api/v1/player/2189083/image,https://api.sofascore.com/api/v1/team/5994/image,"Primera División, Apertura",Paraguay,https://api.sofascore.com/api/v1/unique-tournament/11540/image,0.4,BAIXA_REVISAR
J. Tagueu,Hai Phong,Joel Tagueu,Hải Phòng,https://api.sofascore.com/api/v1/player/599698/image,https://api.sofascore.com/api/v1/team/33124/image,V-League 1,Vietnam,https://api.sofascore.com/api/v1/unique-tournament/626/image,0.94,ALTA
J. Tello,Deportivo Cali,Juan José Tello,Deportivo Cali,https://api.sofascore.com/api/v1/player/1108713/image,https://api.sofascore.com/api/v1/team/6112/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.92,ALTA
J. Tiznado,Cobresal,José Tiznado,Cobresal,https://api.sofascore.com/api/v1/player/986622/image,https://api.sofascore.com/api/v1/team/3167/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
J. Tobio Burgos,Estudiantes,Joaquín Tobio Burgos,Estudiantes de La Plata,https://api.sofascore.com/api/v1/player/1836758/image,https://api.sofascore.com/api/v1/team/3206/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.87,ALTA
J. Torres,Amazonas,Jonathan Torres,Cerro Porteño,https://api.sofascore.com/api/v1/player/802861/image,https://api.sofascore.com/api/v1/team/5991/image,"Primera División, Apertura",Paraguay,https://api.sofascore.com/api/v1/unique-tournament/11540/image,0.34,BAIXA_REVISAR
J. Torres,Tolima,Juan Torres,Deportes Tolima,https://api.sofascore.com/api/v1/player/1185984/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Trindade,Peñarol,Jesús Trindade,Peñarol,https://api.sofascore.com/api/v1/player/924855/image,https://api.sofascore.com/api/v1/team/3227/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
J. Urretaviscaya,Juventud,Jonathan Urretaviscaya,Montevideo Wanderers,https://api.sofascore.com/api/v1/player/37792/image,https://api.sofascore.com/api/v1/team/3240/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.34,BAIXA_REVISAR
J. Valencia,Inter Bogotá,Juan Valencia,Internacional de Bogotá,https://api.sofascore.com/api/v1/player/1478323/image,https://api.sofascore.com/api/v1/team/1164534/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.54,MEDIA
J. Valencia,Medellín,Daniela Valencia,Atlético Nacional Medellín,https://api.sofascore.com/api/v1/player/1617354/image,https://api.sofascore.com/api/v1/team/370746/image,Colombian Women's Football League,Colombia,https://api.sofascore.com/api/v1/unique-tournament/18555/image,0.85,ALTA
J. Valencia,Universidad Católica,Jhojan Valencia,Universidad Católica,https://api.sofascore.com/api/v1/player/819115/image,https://api.sofascore.com/api/v1/team/3151/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
J. Valencia,Deportivo Pasto,John Valencia,Deportivo Pasto,https://api.sofascore.com/api/v1/player/1506767/image,https://api.sofascore.com/api/v1/team/6113/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
J. Valiente,Dallas,Joaquín Valiente,FC Dallas,https://api.sofascore.com/api/v1/player/1049223/image,https://api.sofascore.com/api/v1/team/2512/image,MLS,USA,https://api.sofascore.com/api/v1/unique-tournament/242/image,0.85,ALTA
J. Vallejos,Sarmiento,Jeremias Vallejos,Sarmiento,https://api.sofascore.com/api/v1/player/1650248/image,https://api.sofascore.com/api/v1/team/42338/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
J. Valverde,Delfin,Jefferson Valverde,Delfín,https://api.sofascore.com/api/v1/player/975528/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Valverde,Emelec,Jefry Valverde,Sporting FC,https://api.sofascore.com/api/v1/player/1015681/image,https://api.sofascore.com/api/v1/team/262906/image,"Primera División, Apertura",Costa Rica,https://api.sofascore.com/api/v1/unique-tournament/11535/image,0.34,BAIXA_REVISAR
J. Varela,Águilas Doradas,Joaquin Varela,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/805213/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Vargas,La Serena,Jeisson Vargas,Deportes La Serena,https://api.sofascore.com/api/v1/player/805095/image,https://api.sofascore.com/api/v1/team/5031/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.85,ALTA
J. Vargas,Puebla,Juan Pablo Vargas,Club Puebla,https://api.sofascore.com/api/v1/player/865783/image,https://api.sofascore.com/api/v1/team/1941/image,"Liga MX, Clausura",Mexico,https://api.sofascore.com/api/v1/unique-tournament/11620/image,0.83,ALTA
J. Vásquez,Llaneros,Jhon Vásquez,Llaneros FC,https://api.sofascore.com/api/v1/player/805288/image,https://api.sofascore.com/api/v1/team/89374/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Vázquez,Aucas,Jesús Vázquez,Valencia,https://api.sofascore.com/api/v1/player/996929/image,https://api.sofascore.com/api/v1/team/2828/image,LaLiga,Spain,https://api.sofascore.com/api/v1/unique-tournament/8/image,0.34,BAIXA_REVISAR
J. Velásquez,Fortaleza,Jhon Velásquez,Fortaleza FC,https://api.sofascore.com/api/v1/player/824164/image,https://api.sofascore.com/api/v1/team/89368/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
J. Viacava,Independiente del Valle,Juan Viacava,Independiente del Valle,https://api.sofascore.com/api/v1/player/988849/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Villagra,Colo Colo,Jonathan Villagra,Colo-Colo,https://api.sofascore.com/api/v1/player/1014795/image,https://api.sofascore.com/api/v1/team/3155/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
J. Vivar,Delfin,Viveros,Delfín,https://api.sofascore.com/api/v1/player/1186967/image,https://api.sofascore.com/api/v1/team/213638/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.6,MEDIA
J. von Moos,Luzern,Julian Von Moos,FC Luzern,https://api.sofascore.com/api/v1/player/910075/image,https://api.sofascore.com/api/v1/team/2453/image,Swiss Super League,Switzerland,https://api.sofascore.com/api/v1/unique-tournament/215/image,0.87,ALTA
J. Zambrano,Macará,Jordano Zambrano,Macará,https://api.sofascore.com/api/v1/player/1473027/image,https://api.sofascore.com/api/v1/team/6001/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
J. Zapata,Once Caldas,Jefry Zapata,Once Caldas,https://api.sofascore.com/api/v1/player/1478221/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
